cdCartaConsulta,nmProjeto,nmSetor,Regiao,nmAbrangenciaNacional,sgFonte,VlDolar,CpVlDolar,dtRecebimento,dtValidadeRecomendacao,dtAprovDiretoria,dtAssinatura,dtUltimoDesembolsoOriginal,dtUltimoDesembolsoVigente,ano_recebimento,ano_assinatura,fase_tipo,dias_ate_assinatura,dias_ate_ultimo_desembolso,dias_entre_assinatura_e_desembolso,projeto_assinado,projeto_desembolsado,projeto_multi_fonte
59549,Doação - Programa de Resíduos Sólidos Urbanos - BDMG,Meio Ambiente,Sudeste,Estadual,BID/JSF,320000.0,80000.0,2008-03-17 00:00:00,2010-04-03 00:00:00,2008-04-01,2009-04-24,2010-04-24 00:00:00,2012-04-24 00:00:00,2008,2009.0,Ativo/Executado,403.0,1499.0,1096.0,True,True,False
59550,Doação - Modelagem do Fundo Garantidor da PPP's de Minas Gerais,Fortalecimento Institucional,Sudeste,Estadual,BID/JSF,160000.0,40000.0,2008-03-17 00:00:00,,,,,,2008,,Arquivado,,,,False,False,False
59551,Doação - Identificação de Projetos para o Desenvolvimento Sustentável em MG,Meio Ambiente,Sudeste,Estadual,BID/JSF,160000.0,40000.0,2008-03-17 00:00:00,,2008-06-25,2008-09-14,2010-02-28 00:00:00,2010-02-28 00:00:00,2008,2008.0,Ativo/Executado,181.0,713.0,532.0,True,True,False
59643,Doação - Implantação de Sistemas Adequados de Tratamento e/ou Disposição de Resíduos Sólidos Urbanos no Estado de Minas Gerais,Desenvolvimento Urbano e Mobilidade,Sudeste,Estadual,BID,3000000.0,3000000.0,2008-12-01 00:00:00,,,,,,2008,,Arquivado,,,,False,False,False
59970,Reforco ao apoio financeiro para a infraestrutura dos municipios de Minas Gerais (Novo Somma),,Sudeste,Estadual,AFD,22374350.0,0.0,2013-07-17 00:00:00,,,,,,2013,,Arquivado,,,,False,False,False
60305,BRAZIL CLIMATE ACTION FL I (BDMG),Energia,Sudeste,Estadual,BEI,108838799.99999999,0.0,2016-10-25 00:00:00,2018-12-26 00:00:00,,,,,2016,,Arquivado,,,,False,False,False
60950,Programa de Financiamento à Infraestrutura e ao Desenvolvimento Sustentável no Estado de Minas Gerais,Crédito,Sudeste,Estadual,NDB,200000000.0,0.0,2022-09-02 00:00:00,2024-11-16 00:00:00,,,,,2022,,Aguardando ação,,,,False,False,False
61015,Programa Minas para Resultados: Descarbonização e Resiliência Climática da carteira de crédito do Banco de Desenvolvimento de Minas Gerais,Crédito,Sudeste,Estadual,BID,100000000.0,0.0,2023-10-20 00:00:00,2025-12-19 00:00:00,,,,,2023,,Em tramitação,,,,False,False,False
61100,Programa de Financiamento à Infraestrutura Urbana e Social para os Municípios de Minas Gerais,Crédito,Sudeste,Estadual,FONPLATA,50000000.0,0.0,2024-01-30 00:00:00,,,,,,2024,,Aguardando ação,,,,False,False,False
61102,Programa Minas para Resultados: Descarbonização e Resiliência Climática da Carteira de Crédito do Banco de Desenvolvimento de Minas Gerais,Meio Ambiente,Sudeste,Estadual,BID,200000000.0,0.0,2024-02-02 00:00:00,,,,,,2024,,Aguardando ação,,,,False,False,False
61191,Programa de Financiamento à Sustentabilidade e às Micro e Pequenas Empresas do Estado de Minas Gerais,Crédito,Sudeste,Estadual,BEI,176910750.0,0.0,2024-07-29 00:00:00,,,,,,2024,,Aguardando ação,,,,False,False,False
60719,Programa Global de Crédito para a Defesa do Setor Produtivo e o Emprego no Estado do Espírito Santo,Crédito,Sudeste,Estadual,BID,30000000.0,0.0,2020-06-03 00:00:00,2022-07-01 00:00:00,2020-07-23,2021-10-15,2023-10-15 01:00:00,2025-10-15 00:00:00,2020,2021.0,Ativo/Executado,499.0,1960.0,1461.0,True,True,False
61045,Programa de Financiamento à Infraestrutura Sustentável no Estado do Espírito Santo,Crédito,Sudeste,Estadual,NDB,50000000.0,0.0,2023-10-11 00:00:00,2025-12-19 00:00:00,,,,,2023,,Em tramitação,,,,False,False,False
58265,GRAIN STORAGE,Agricultura,Nacional,Federal,BIRD,30000000.0,0.0,1940-01-01 00:00:00,,1972-09-05,1972-09-27,,1979-12-31 00:00:00,1940,1972.0,Ativo/Executado,11958.0,14609.0,2651.0,True,True,False
58421,Projetos Demonstrativos Tipo A - PDA,Meio Ambiente,Nacional,Federal,PPG7,5400000.0,0.0,1992-05-27 00:00:00,,1994-10-31,1994-10-31,1999-12-31 00:00:00,2003-12-31 00:00:00,1992,1994.0,Ativo/Executado,887.0,4235.0,3348.0,True,True,False
58421,Projetos Demonstrativos Tipo A - PDA,Meio Ambiente,Nacional,Federal,PPG7,4209120.0,0.0,1992-05-27 00:00:00,,1994-10-31,1994-10-31,1999-12-31 00:00:00,2003-12-31 00:00:00,1992,1994.0,Ativo/Executado,887.0,4235.0,3348.0,True,True,False
58421,Projetos Demonstrativos Tipo A - PDA,Meio Ambiente,Nacional,Federal,PPG7,10249936.4,0.0,1992-05-27 00:00:00,,1995-07-06,1995-07-06,2000-06-30 00:00:00,2006-12-30 00:00:00,1992,1995.0,Ativo/Executado,1135.0,5330.0,4195.0,True,True,False
58421,Projetos Demonstrativos Tipo A - PDA,Meio Ambiente,Nacional,Federal,PPG7,7660395.840000001,0.0,1992-05-27 00:00:00,,1998-07-01,1998-07-01,2003-06-30 00:00:00,2008-06-30 00:00:00,1992,1998.0,Ativo/Executado,2226.0,5878.0,3652.0,True,True,False
58421,Projetos Demonstrativos Tipo A - PDA,Meio Ambiente,Nacional,Federal,PPG7,10000575.0,0.0,1992-05-27 00:00:00,,1999-04-08,1999-04-08,,2005-12-31 00:00:00,1992,1999.0,Ativo/Executado,2507.0,4966.0,2459.0,True,True,False
58421,Projetos Demonstrativos Tipo A - PDA,Meio Ambiente,Nacional,Federal,PPG7,10222326.4,0.0,1992-05-27 00:00:00,,2003-11-12,2003-11-12,2006-12-31 00:00:00,2012-12-31 00:00:00,1992,2003.0,Ativo/Executado,4186.0,7523.0,3337.0,True,True,False
58421,Projetos Demonstrativos Tipo A - PDA,Meio Ambiente,Nacional,Federal,PPG7,17669295.6,0.0,1992-05-27 00:00:00,,2004-05-27,2004-05-27,2008-12-31 00:00:00,2012-12-31 00:00:00,1992,2004.0,Ativo/Executado,4383.0,7523.0,3140.0,True,True,False
58451,Bank Loan (Global Loan III),Encargos Especiais,Nacional,Federal,JBIC,100000000.0,0.0,1940-01-01 00:00:00,,1995-01-01,1995-07-30,2013-01-01 00:00:00,2013-01-01 00:00:00,1940,1995.0,Ativo/Executado,20299.0,26664.0,6365.0,True,True,False
58623,Projetos Demonstrativos dos Povos Indígenas,Meio Ambiente,Nacional,Federal,WB-JG,495000.0,2500000.0,1992-05-27 00:00:00,,1999-11-19,1999-11-19,2000-12-31 00:00:00,2001-06-30 00:00:00,1992,1999.0,Ativo/Executado,2732.0,3321.0,589.0,True,True,True
58623,Projetos Demonstrativos dos Povos Indígenas,Meio Ambiente,Nacional,Federal,PPG7,13293662.8,2761000.0,1992-05-27 00:00:00,,2004-02-27,2002-09-05,2006-12-31 00:00:00,2012-12-31 00:00:00,1992,2002.0,Ativo/Executado,3753.0,7523.0,3770.0,True,True,True
58623,Projetos Demonstrativos dos Povos Indígenas,Meio Ambiente,Nacional,Federal,PPG7,0.0,0.0,1992-05-27 00:00:00,,2004-09-04,2004-09-04,2007-09-04 00:00:00,2007-09-04 00:00:00,1992,2004.0,Ativo/Executado,4483.0,5578.0,1095.0,True,True,True
58648,Programa de Desenvolvimento do Turismo no Sul do Brasil - PRODETUR SUL,Comércio e Serviços (Turismo),Nacional,Federal,BID,150000000.0,100000000.0,1999-06-15 00:00:00,,,,,,1999,,Arquivado,,,,False,False,False
59514,Programa de Apoio ao Desenvolvimento das Micro e Pequenas Empresas Brasileiras,Encargos Especiais,Nacional,Federal,BID,1500000000.0,1500000000.0,2007-10-26 00:00:00,,,,,,2007,,Arquivado,,,,False,False,False
60308,Programa Eficiência Municipal,Crédito,Nacional,Federal,BID,600000000.0,0.0,2017-08-11 00:00:00,2019-09-21 00:00:00,2018-11-28,2020-05-27,2025-05-27 00:00:00,2025-05-27 00:00:00,2017,2020.0,Ativo/Executado,1020.0,2846.0,1826.0,True,True,False
60894,Iniciativa de Financiamento Climático,Crédito,Nacional,Federal,BIRD,500000000.0,0.0,2022-06-07 00:00:00,2024-09-26 00:00:00,,,,,2022,,Aguardando ação,,,,False,False,False
61033,PROGRAMA DE BIOECONOMIA E DESENVOLVIMENTO SUSTENTÁVEL DA AMAZÔNIA LEGAL DO BANCO DO BRASIL,Meio Ambiente,Nacional,Federal,BID,175000000.0,0.0,2024-02-09 00:00:00,2026-03-18 00:00:00,,,,,2024,,Em tramitação,,,,False,False,True
61033,PROGRAMA DE BIOECONOMIA E DESENVOLVIMENTO SUSTENTÁVEL DA AMAZÔNIA LEGAL DO BANCO DO BRASIL,Meio Ambiente,Nacional,Federal,GCF,75000000.0,0.0,2024-02-09 00:00:00,2026-03-18 00:00:00,,,,,2024,,Em tramitação,,,,False,False,True
61095,"Soluções sustentáveis para a bioeconomia brasileira, restauração florestal e agricultura sustentável de baixo carbono, com foco geográfico nos biomas Amazônia e Cerrado",Crédito,Nacional,Federal,BIRD,400000000.0,0.0,2024-08-02 00:00:00,2026-10-08 00:00:00,,,,,2024,,Em tramitação,,,,False,False,False
58002,Prog. d Apoio a Mic. e Emp. de Peq. Porte do RS - PROMEP,Encargos Especiais,Sul,Estadual,BID,0.0,0.0,1940-01-01 00:00:00,,,,,,1940,,Arquivado,,,,False,False,False
59052,Programa de Apoio à Política de Combate às Desigualdades Regionais do Estado do Rio Grande do Sul,Encargos Especiais,Sul,Estadual,BIRD,180000000.0,120000000.0,2003-12-05 00:00:00,,,,,,2003,,Arquivado,,,,False,False,False
57752,Programa de Expansão de Mercados para as Pequenas e Médias Empresas no Nordeste do Brasil - PEM,Encargos Especiais,Nacional,Federal,BID,150000000.0,150000000.0,1999-08-11 00:00:00,,2001-01-31,2003-07-31,2007-07-31 00:00:00,2010-07-31 00:00:00,1999,2003.0,Ativo/Executado,1450.0,4007.0,2557.0,True,True,False
57864,Saneamento Basico do Nordeste (PROSAN),Saneamento Básico,Nacional,Federal,BID,250000000.0,250000000.0,1994-05-19 00:00:00,,,,,,1994,,Arquivado,,,,False,False,False
57864,Saneamento Basico do Nordeste (PROSAN),Saneamento Básico,Nacional,Federal,BID,50000000.0,250000000.0,1994-05-19 00:00:00,,,,,,1994,,Arquivado,,,,False,False,False
57891,Prodetur I - Programa para o Desenv. do Turismo no Nordeste,Comércio e Serviços (Turismo),Nacional,Federal,BID,400000000.0,223240000.0,1992-05-04 00:00:00,,1994-11-30,1994-12-12,1999-12-12 00:00:00,2004-12-12 00:00:00,1992,1994.0,Ativo/Executado,952.0,4605.0,3653.0,True,True,False
58282,DFC - BANCO DO NORDESTE,Encargos Especiais,Nacional,Federal,BIRD,25000000.0,0.0,1940-01-01 00:00:00,,1970-01-20,1970-02-16,,1975-12-31 00:00:00,1940,1970.0,Ativo/Executado,11004.0,13148.0,2144.0,True,True,False
58320,Programa de Apoio ao Desenvolvimento do Nordeste,Meio Ambiente,Nacional,Federal,JBIC,100000000.0,100000000.0,1940-01-01 00:00:00,,,,,,1940,,Arquivado,,,,False,False,False
58455,Projeto Caatinga / Desenv.Sustent. Vale São Francisco,Agricultura,Nacional,Federal,JBIC,50000000.0,21000000.0,1996-03-22 00:00:00,,1998-11-26,,,,1996,,Arquivado,,,,False,False,False
58465,Novo Modelo de Irrigação,Agricultura,Nacional,Federal,BID/FUMIN,1400000.0,1400000.0,1990-01-01 23:59:00,,1998-05-27,1998-09-08,2001-03-08 00:00:00,2003-03-08 00:00:00,1990,1998.0,Ativo/Executado,3171.0,4813.0,1642.0,True,True,False
58482,Programa de Apoio e Desenvolvimento da Fruticultura Irrigada do Nordeste,Agricultura,Nacional,Federal,KfW,100000000.0,100000000.0,1998-05-05 00:00:00,,,,,,1998,,Arquivado,,,,False,False,False
58509,Doação de Crédito Produtivo Popular para o ne - Crediamigo,Encargos Especiais,Nacional,Federal,WB-JG,996000.0,1004000.0,1998-06-03 00:00:00,,1999-06-10,1999-06-10,1999-12-31 00:00:00,2000-06-30 00:00:00,1998,1999.0,Ativo/Executado,372.0,758.0,386.0,True,True,False
58519,Programa Global de Crédito a Microempresas do Nordeste,Encargos Especiais,Nacional,Federal,BID,30000000.0,50000000.0,1998-08-28 00:00:00,,2002-01-09,2002-09-09,2006-09-09 00:00:00,2006-09-09 00:00:00,1998,2002.0,Ativo/Executado,1473.0,2934.0,1461.0,True,True,True
58519,Programa Global de Crédito a Microempresas do Nordeste,Encargos Especiais,Nacional,Federal,BIRD,50000000.0,50000000.0,1998-08-28 00:00:00,,2000-05-30,2000-08-03,2005-12-31 00:00:00,2007-03-31 00:00:00,1998,2000.0,Ativo/Executado,706.0,3137.0,2431.0,True,True,True
58544,Programa de Crédito Produtivo Popular CREDIAMIGO,Encargos Especiais,Nacional,Federal,BID/FUMIN,2500000.0,2500000.0,1998-08-28 00:00:00,,,,,,1998,,Arquivado,,,,False,False,False
58610,Regimes Próprios e Comp. Cap. de Previdência Social de Est. e Municípios,Encargos Especiais,Nacional,Federal,BID,500000000.0,500000000.0,1999-02-10 00:00:00,,,,,,1999,,Arquivado,,,,False,False,False
58634,Programa de Desenvolvimento do Turismo no Nordeste - PRODETUR/NE II - 1ª Fase,Comércio e Serviços (Turismo),Nacional,Federal,BID,240000000.0,160000000.0,1999-05-21 00:00:00,,2002-03-04,2002-09-27,2007-09-27 00:00:00,2012-03-27 00:00:00,1999,2002.0,Ativo/Executado,1225.0,4694.0,3469.0,True,True,False
58635,Programa de Desenvolvimento do Turismo no Nordeste - PRODETUR/NE II - 2ª Fase,Comércio e Serviços (Turismo),Nacional,Federal,BID,240000000.0,160000000.0,2000-05-21 00:00:00,,,,,,2000,,Arquivado,,,,False,False,False
58667,Desenvolvimento Industrial Nordeste III,Encargos Especiais,Nacional,Federal,BID,100000000.0,233000000.0,1940-01-01 00:00:00,,1987-12-17,1988-04-13,1992-10-13 00:00:00,1992-10-13 00:00:00,1940,1988.0,Ativo/Executado,17635.0,19279.0,1644.0,True,True,False
58780,Aumento da Cap. Prod. e de E. das Peq. d Méd. Emp. nos Pólos de Des. Int. NE BR,Encargos Especiais,Nacional,Federal,BID/FUMIN,1490000.0,0.0,2001-02-01 00:00:00,,2001-05-16,,,,2001,,Arquivado,,,,False,False,False
58814,Doação - Assist. Técn. no Proj. de Capital Risco p/Invest.em Peq. e Med. Empresas do NE,Encargos Especiais,Nacional,Federal,BID/FUMIN,750000.0,750000.0,2001-04-16 00:00:00,,2001-05-16,2001-12-05,2005-05-05 00:00:00,2009-02-05 00:00:00,2001,2001.0,Ativo/Executado,233.0,2852.0,2619.0,True,True,False
59623,Projeto de Suporte ao Desenvolvimento de Empreendimentos de Agricultores Familiares do Nordeste Brasileiro,Agricultura,Nacional,Federal,FIDA,23000000.0,23000000.0,2008-09-25 00:00:00,,,,,,2008,,Arquivado,,,,False,False,False
59894,Cooperação Técnica não reembolsável para a Elaboração dos Estudos do Programa de Desenvolvimento Produtivo do Nordeste - PRODEPRO NE,Fortalecimento Institucional,Nacional,Federal,BID,500000.0,500000.0,2012-05-10 00:00:00,2014-06-15 00:00:00,2012-07-25,2012-09-17,2013-09-17 00:00:00,2013-09-17 00:00:00,2012,2012.0,Ativo/Executado,130.0,495.0,365.0,True,True,False
59912,Programa de Desenvolvimento Produtivo do Nordeste,Crédito,Nacional,Federal,BID,500000000.0,500000000.0,2012-10-04 00:00:00,2015-04-04 00:00:00,,,,,2012,,Arquivado,,,,False,False,False
60884,Programa de Desenvolvimento Produtivo da Região Nordeste - Prodepro,Crédito,Nacional,Federal,BID,300000000.0,0.0,2022-08-08 00:00:00,2024-09-26 00:00:00,2023-12-06,2024-09-25,,,2022,2024.0,Ativo/Executado,779.0,,,True,False,False
61024,Programa de Financiamento à Infraestrutura do Nordeste (InfraNordeste),Crédito,Nacional,Federal,NDB,300000000.0,0.0,2023-09-29 00:00:00,2025-12-19 00:00:00,,,,,2023,,Em tramitação,,,,False,False,False
61057,Programa de Integração de Energias Renováveis do Nordeste,Crédito,Nacional,Federal,A Definir,33500000.0,0.0,2023-10-31 00:00:00,2025-12-19 00:00:00,,,,,2023,,Em tramitação,,,,False,False,True
61057,Programa de Integração de Energias Renováveis do Nordeste,Crédito,Nacional,Federal,BID,33500000.0,0.0,2023-10-31 00:00:00,2025-12-19 00:00:00,,,,,2023,,Em tramitação,,,,False,False,True
61170,Programa de Financiamento à Descarbonização da Indústria,Crédito,Nacional,Federal,BIRD,500000000.0,0.0,2024-05-08 00:00:00,2026-07-02 00:00:00,,,,,2024,,Em tramitação,,,,False,False,False
61247,Programa Acredita Nordeste  (Microcrédito e Inclusão Produtiva),Crédito,Nacional,Federal,KfW,200000000.0,0.0,2024-10-31 00:00:00,2026-12-18 00:00:00,,,,,2024,,Em tramitação,,,,False,False,False
57753,Financiamento do Setor Privado,Encargos Especiais,Sudeste,Federal,BIRD,300000000.0,0.0,1940-01-01 00:00:00,,1990-11-20,1991-01-14,1993-12-31 00:00:00,1994-12-31 00:00:00,1940,1991.0,Ativo/Executado,18641.0,20088.0,1447.0,True,True,False
57761,Controle de Poluição Industrial,Meio Ambiente,Sudeste,Federal,BIRD,50000000.0,0.0,1991-01-04 00:00:00,,1992-06-18,1992-09-21,1997-06-30 00:00:00,1997-06-30 00:00:00,1991,1992.0,Ativo/Executado,626.0,2369.0,1743.0,True,True,False
57764,Projeto Privatização de Emp.Siderurg.Privatizacao ACOL,Encargos Especiais,Sudeste,Federal,BIRD,300000000.0,0.0,1940-01-01 00:00:00,,,,,,1940,,Arquivado,,,,False,False,False
57780,Programa Multisetorial de Credito,Encargos Especiais,Sudeste,Federal,JBIC,250000000.0,0.0,1991-06-27 00:00:00,,,,1996-05-15 00:00:00,1996-05-15 00:00:00,1991,,Ativo/Executado,,1784.0,,False,True,True
57780,Programa Multisetorial de Credito,Encargos Especiais,Sudeste,Federal,BID,250000000.0,0.0,1991-06-27 00:00:00,,1990-12-28,1991-07-15,1995-01-15 00:00:00,1996-05-15 00:00:00,1991,1991.0,Ativo/Executado,18.0,1784.0,1766.0,True,True,True
57943,Energia Privada,Energia,Sudeste,Federal,BIRD,150000000.0,0.0,1990-10-20 00:00:00,,,,,,1990,,Arquivado,,,,False,False,False
57944,Mercado de Capitais,Encargos Especiais,Sudeste,Federal,BIRD,315000000.0,0.0,1940-01-01 00:00:00,,,,,,1940,,Arquivado,,,,False,False,False
57955,Multisetorial de Crédito II,Encargos Especiais,Sudeste,Federal,JBIC,300000000.0,0.0,1993-05-31 00:00:00,,1997-01-01,1997-05-30,2013-01-01 00:00:00,2013-01-01 00:00:00,1993,1997.0,Ativo/Executado,1460.0,7155.0,5695.0,True,True,True
57955,Multisetorial de Crédito II,Encargos Especiais,Sudeste,Federal,BID,300000000.0,0.0,1993-05-31 00:00:00,,1995-12-13,1996-12-05,2000-12-05 00:00:00,2000-12-05 00:00:00,1993,1996.0,Ativo/Executado,1284.0,2745.0,1461.0,True,True,True
58013,Promoção das Empresas Exportadoras no Brasil,Encargos Especiais,Sudeste,Federal,JBIC,300000000.0,0.0,2002-10-02 00:00:00,,2003-01-01,2003-03-18,2013-01-01 00:00:00,2013-01-01 00:00:00,2002,2003.0,Ativo/Executado,167.0,3744.0,3577.0,True,True,False
58075,Doação - Assistência Técnica para Definição do Marco Regulatório,Fortalecimento Institucional,Sudeste,Federal,WB-JG,1200000.0,0.0,1996-10-22 00:00:00,,,,,,1996,,Arquivado,,,,False,False,False
58159,Assistência Técnica - Marco Regulatório Setores Privatização,Encargos Especiais,Sudeste,Federal,WB-JG,1200000.0,0.0,1990-01-01 23:59:00,,,,,,1990,,Arquivado,,,,False,False,False
58296,Crédito Global Multisetorial II e Melhoria da Oferta de Serviços Sociais Basicos,Encargos Especiais,Sudeste,Federal,JBIC,300000000.0,0.01,1997-03-25 00:00:00,,2002-01-01,2002-07-12,2002-01-01 00:00:00,2002-01-01 00:00:00,1997,2002.0,Ativo/Executado,1935.0,1743.0,-192.0,True,True,True
58296,Crédito Global Multisetorial II e Melhoria da Oferta de Serviços Sociais Basicos,Encargos Especiais,Sudeste,Federal,BID,1100000000.0,200000000.0,1997-03-25 00:00:00,,1998-09-23,1999-03-14,2003-03-22 00:00:00,2003-03-22 00:00:00,1997,1999.0,Ativo/Executado,719.0,2188.0,1469.0,True,True,True
58333,Modernização das Cias. de Saneamento (PMSS II)- BNDES,Saneamento Básico,Sudeste,Federal,BIRD,30000000.0,30000000.0,2001-05-28 00:00:00,,,,,,2001,,Arquivado,,,,False,False,False
58450,Bank Loan (5ª. Linha de Credito),Encargos Especiais,Sudeste,Federal,JBIC,100000000.0,0.0,1940-01-01 00:00:00,,1995-03-14,1995-06-14,2000-05-31 00:00:00,2000-05-31 00:00:00,1940,1995.0,Ativo/Executado,20253.0,22066.0,1813.0,True,True,False
